precinct,year,race,party,candidate,votes
Abbottstown,2024,Presidential Electors,DEM,HARRIS and WALZ,150
Abbottstown,2024,Presidential Electors,REP,TRUMP and VANCE,350
Abbottstown,2024,Presidential Electors,LIB,OLIVER and TER MAAT,4
Abbottstown,2024,Presidential Electors,GNP,STEIN and WARE,3
Abbottstown,2024,United States Senator,DEM,ROBERT P CASEY JR,149
Abbottstown,2024,United States Senator,REP,DAVE MCCORMICK,329
Abbottstown,2024,United States Senator,LIB,JOHN C THOMAS,13
Abbottstown,2024,United States Senator,GNP,LEILA HAZOU,9
Abbottstown,2024,United States Senator,CST,MARTY SELKER,3
Abbottstown,2024,Attorney General,DEM,EUGENE DEPASQUALE,135
Abbottstown,2024,Attorney General,REP,DAVE SUNDAY,348
Abbottstown,2024,Attorney General,LIB,ROBERT COWBURN,13
Abbottstown,2024,Attorney General,GNP,RICHARD L WEISS,3
Abbottstown,2024,Attorney General,CST,JUSTIN L MAGILL,2
Abbottstown,2024,Attorney General,FWD,ERIC L SETTLE,1
Abbottstown,2024,Auditor General,DEM,MALCOLM KENYATTA,130
Abbottstown,2024,Auditor General,REP,TIM DEFOOR,343
Abbottstown,2024,Auditor General,LIB,REECE SMITH,17
Abbottstown,2024,Auditor General,ASP,ERIC K ANTON,1
Abbottstown,2024,Auditor General,CST,BOB GOODRICH,8
Abbottstown,2024,State Treasurer,DEM,ERIN MCCLELLAND,123
Abbottstown,2024,State Treasurer,REP,STACY GARRITY,344
Abbottstown,2024,State Treasurer,LIB,NICKOLAS CIESIELSKI,14
Abbottstown,2024,State Treasurer,CST,TROY BOWMAN,6
Abbottstown,2024,State Treasurer,FWD,CHRIS FOSTER,5
Abbottstown,2024,Representative in Congress,DEM,BETH FARNHAM,149
Abbottstown,2024,Representative in Congress,REP,JOHN JOYCE,352
Abbottstown,2024,Senator in the General Assembly,DEM,CAMERON SCHROY,151
Abbottstown,2024,Senator in the General Assembly,REP,DOUG MASTRIANO,345
Abbottstown,2024,Representative in the General Assembly 193rd District,REP,TORREN ECKER,417
Arendtsville,2024,Presidential Electors,DEM,HARRIS and WALZ,164
Arendtsville,2024,Presidential Electors,REP,TRUMP and VANCE,273
Arendtsville,2024,Presidential Electors,LIB,OLIVER and TER MAAT,1
Arendtsville,2024,Presidential Electors,GNP,STEIN and WARE,1
Arendtsville,2024,United States Senator,DEM,ROBERT P CASEY JR,165
Arendtsville,2024,United States Senator,REP,DAVE MCCORMICK,265
Arendtsville,2024,United States Senator,LIB,JOHN C THOMAS,4
Arendtsville,2024,United States Senator,GNP,LEILA HAZOU,3
Arendtsville,2024,United States Senator,CST,MARTY SELKER,2
Arendtsville,2024,Attorney General,DEM,EUGENE DEPASQUALE,149
Arendtsville,2024,Attorney General,REP,DAVE SUNDAY,272
Arendtsville,2024,Attorney General,LIB,ROBERT COWBURN,4
Arendtsville,2024,Attorney General,GNP,RICHARD L WEISS,3
Arendtsville,2024,Attorney General,CST,JUSTIN L MAGILL,7
Arendtsville,2024,Attorney General,FWD,ERIC L SETTLE,3
Arendtsville,2024,Auditor General,DEM,MALCOLM KENYATTA,141
Arendtsville,2024,Auditor General,REP,TIM DEFOOR,277
Arendtsville,2024,Auditor General,LIB,REECE SMITH,11
Arendtsville,2024,Auditor General,ASP,ERIC K ANTON,2
Arendtsville,2024,Auditor General,CST,BOB GOODRICH,4
Arendtsville,2024,State Treasurer,DEM,ERIN MCCLELLAND,136
Arendtsville,2024,State Treasurer,REP,STACY GARRITY,285
Arendtsville,2024,State Treasurer,LIB,NICKOLAS CIESIELSKI,3
Arendtsville,2024,State Treasurer,CST,TROY BOWMAN,7
Arendtsville,2024,State Treasurer,FWD,CHRIS FOSTER,1
Arendtsville,2024,Representative in Congress,DEM,BETH FARNHAM,148
Arendtsville,2024,Representative in Congress,REP,JOHN JOYCE,287
Arendtsville,2024,Senator in the General Assembly,DEM,CAMERON SCHROY,158
Arendtsville,2024,Senator in the General Assembly,REP,DOUG MASTRIANO,275
Arendtsville,2024,Representative in the General Assembly 193rd District,REP,TORREN ECKER,349
Bendersville,2024,Presidential Electors,DEM,HARRIS and WALZ,97
Bendersville,2024,Presidential Electors,REP,TRUMP and VANCE,197
Bendersville,2024,Presidential Electors,LIB,OLIVER and TER MAAT,1
Bendersville,2024,Presidential Electors,GNP,STEIN and WARE,3
Bendersville,2024,United States Senator,DEM,ROBERT P CASEY JR,103
Bendersville,2024,United States Senator,REP,DAVE MCCORMICK,185
Bendersville,2024,United States Senator,LIB,JOHN C THOMAS,6
Bendersville,2024,United States Senator,GNP,LEILA HAZOU,3
Bendersville,2024,United States Senator,CST,MARTY SELKER,2
Bendersville,2024,Attorney General,DEM,EUGENE DEPASQUALE,91
Bendersville,2024,Attorney General,REP,DAVE SUNDAY,204
Bendersville,2024,Attorney General,LIB,ROBERT COWBURN,4
Bendersville,2024,Attorney General,GNP,RICHARD L WEISS,1
Bendersville,2024,Auditor General,DEM,MALCOLM KENYATTA,89
Bendersville,2024,Auditor General,REP,TIM DEFOOR,197
Bendersville,2024,Auditor General,LIB,REECE SMITH,8
Bendersville,2024,Auditor General,ASP,ERIC K ANTON,1
Bendersville,2024,Auditor General,CST,BOB GOODRICH,5
Bendersville,2024,State Treasurer,DEM,ERIN MCCLELLAND,87
Bendersville,2024,State Treasurer,REP,STACY GARRITY,201
Bendersville,2024,State Treasurer,LIB,NICKOLAS CIESIELSKI,6
Bendersville,2024,State Treasurer,CST,TROY BOWMAN,2
Bendersville,2024,State Treasurer,FWD,CHRIS FOSTER,1
Bendersville,2024,Representative in Congress,DEM,BETH FARNHAM,95
Bendersville,2024,Representative in Congress,REP,JOHN JOYCE,204
Bendersville,2024,Senator in the General Assembly,DEM,CAMERON SCHROY,102
Bendersville,2024,Senator in the General Assembly,REP,DOUG MASTRIANO,197
Bendersville,2024,Representative in the General Assembly 193rd District,REP,TORREN ECKER,251
Berwick,2024,Presidential Electors,DEM,HARRIS and WALZ,425
Berwick,2024,Presidential Electors,REP,TRUMP and VANCE,1086
Berwick,2024,Presidential Electors,LIB,OLIVER and TER MAAT,7
Berwick,2024,Presidential Electors,GNP,STEIN and WARE,3
Berwick,2024,United States Senator,DEM,ROBERT P CASEY JR,416
Berwick,2024,United States Senator,REP,DAVE MCCORMICK,1039
Berwick,2024,United States Senator,LIB,JOHN C THOMAS,30
Berwick,2024,United States Senator,GNP,LEILA HAZOU,12
Berwick,2024,United States Senator,CST,MARTY SELKER,5
Berwick,2024,Attorney General,DEM,EUGENE DEPASQUALE,400
Berwick,2024,Attorney General,REP,DAVE SUNDAY,1056
Berwick,2024,Attorney General,LIB,ROBERT COWBURN,20
Berwick,2024,Attorney General,GNP,RICHARD L WEISS,12
Berwick,2024,Attorney General,CST,JUSTIN L MAGILL,7
Berwick,2024,Attorney General,FWD,ERIC L SETTLE,2
Berwick,2024,Auditor General,DEM,MALCOLM KENYATTA,374
Berwick,2024,Auditor General,REP,TIM DEFOOR,1045
Berwick,2024,Auditor General,LIB,REECE SMITH,36
Berwick,2024,Auditor General,ASP,ERIC K ANTON,3
Berwick,2024,Auditor General,CST,BOB GOODRICH,20
Berwick,2024,State Treasurer,DEM,ERIN MCCLELLAND,368
Berwick,2024,State Treasurer,REP,STACY GARRITY,1053
Berwick,2024,State Treasurer,LIB,NICKOLAS CIESIELSKI,19
Berwick,2024,State Treasurer,CST,TROY BOWMAN,17
Berwick,2024,State Treasurer,FWD,CHRIS FOSTER,8
Berwick,2024,Representative in Congress,DEM,BETH FARNHAM,409
Berwick,2024,Representative in Congress,REP,JOHN JOYCE,1086
Berwick,2024,Senator in the General Assembly,DEM,CAMERON SCHROY,431
Berwick,2024,Senator in the General Assembly,REP,DOUG MASTRIANO,1054
Berwick,2024,Representative in the General Assembly 193rd District,REP,TORREN ECKER,1230
Biglerville,2024,Presidential Electors,DEM,HARRIS and WALZ,198
Biglerville,2024,Presidential Electors,REP,TRUMP and VANCE,356
Biglerville,2024,Presidential Electors,LIB,OLIVER and TER MAAT,6
Biglerville,2024,Presidential Electors,GNP,STEIN and WARE,1
Biglerville,2024,United States Senator,DEM,ROBERT P CASEY JR,200
Biglerville,2024,United States Senator,REP,DAVE MCCORMICK,339
Biglerville,2024,United States Senator,LIB,JOHN C THOMAS,12
Biglerville,2024,United States Senator,GNP,LEILA HAZOU,3
Biglerville,2024,United States Senator,CST,MARTY SELKER,6
Biglerville,2024,Attorney General,DEM,EUGENE DEPASQUALE,180
Biglerville,2024,Attorney General,REP,DAVE SUNDAY,357
Biglerville,2024,Attorney General,LIB,ROBERT COWBURN,11
Biglerville,2024,Attorney General,GNP,RICHARD L WEISS,6
Biglerville,2024,Attorney General,CST,JUSTIN L MAGILL,4
Biglerville,2024,Attorney General,FWD,ERIC L SETTLE,4
Biglerville,2024,Auditor General,DEM,MALCOLM KENYATTA,173
Biglerville,2024,Auditor General,REP,TIM DEFOOR,369
Biglerville,2024,Auditor General,LIB,REECE SMITH,12
Biglerville,2024,Auditor General,ASP,ERIC K ANTON,1
Biglerville,2024,Auditor General,CST,BOB GOODRICH,3
Biglerville,2024,State Treasurer,DEM,ERIN MCCLELLAND,173
Biglerville,2024,State Treasurer,REP,STACY GARRITY,363
Biglerville,2024,State Treasurer,LIB,NICKOLAS CIESIELSKI,12
Biglerville,2024,State Treasurer,CST,TROY BOWMAN,3
Biglerville,2024,State Treasurer,FWD,CHRIS FOSTER,3
Biglerville,2024,Representative in Congress,DEM,BETH FARNHAM,190
Biglerville,2024,Representative in Congress,REP,JOHN JOYCE,366
Biglerville,2024,Senator in the General Assembly,DEM,CAMERON SCHROY,205
Biglerville,2024,Senator in the General Assembly,REP,DOUG MASTRIANO,348
Biglerville,2024,Representative in the General Assembly 193rd District,REP,TORREN ECKER,451
Bonneauville,2024,Presidential Electors,DEM,HARRIS and WALZ,262
Bonneauville,2024,Presidential Electors,REP,TRUMP and VANCE,613
Bonneauville,2024,Presidential Electors,LIB,OLIVER and TER MAAT,7
Bonneauville,2024,Presidential Electors,GNP,STEIN and WARE,1
Bonneauville,2024,United States Senator,DEM,ROBERT P CASEY JR,276
Bonneauville,2024,United States Senator,REP,DAVE MCCORMICK,570
Bonneauville,2024,United States Senator,LIB,JOHN C THOMAS,20
Bonneauville,2024,United States Senator,GNP,LEILA HAZOU,6
Bonneauville,2024,United States Senator,CST,MARTY SELKER,9
Bonneauville,2024,Attorney General,DEM,EUGENE DEPASQUALE,255
Bonneauville,2024,Attorney General,REP,DAVE SUNDAY,593
Bonneauville,2024,Attorney General,LIB,ROBERT COWBURN,16
Bonneauville,2024,Attorney General,GNP,RICHARD L WEISS,6
Bonneauville,2024,Attorney General,CST,JUSTIN L MAGILL,2
Bonneauville,2024,Attorney General,FWD,ERIC L SETTLE,3
Bonneauville,2024,Auditor General,DEM,MALCOLM KENYATTA,241
Bonneauville,2024,Auditor General,REP,TIM DEFOOR,585
Bonneauville,2024,Auditor General,LIB,REECE SMITH,22
Bonneauville,2024,Auditor General,ASP,ERIC K ANTON,5
Bonneauville,2024,Auditor General,CST,BOB GOODRICH,9
Bonneauville,2024,State Treasurer,DEM,ERIN MCCLELLAND,230
Bonneauville,2024,State Treasurer,REP,STACY GARRITY,602
Bonneauville,2024,State Treasurer,LIB,NICKOLAS CIESIELSKI,10
Bonneauville,2024,State Treasurer,CST,TROY BOWMAN,12
Bonneauville,2024,State Treasurer,FWD,CHRIS FOSTER,4
Bonneauville,2024,Representative in Congress,DEM,BETH FARNHAM,258
Bonneauville,2024,Representative in Congress,REP,JOHN JOYCE,612
Bonneauville,2024,Senator in the General Assembly,DEM,CAMERON SCHROY,262
Bonneauville,2024,Senator in the General Assembly,REP,DOUG MASTRIANO,609
Bonneauville,2024,Representative in the General Assembly 91st District,REP,DAN MOUL,725
Butler,2024,Presidential Electors,DEM,HARRIS and WALZ,377
Butler,2024,Presidential Electors,REP,TRUMP and VANCE,1066
Butler,2024,Presidential Electors,LIB,OLIVER and TER MAAT,9
Butler,2024,Presidential Electors,GNP,STEIN and WARE,4
Butler,2024,United States Senator,DEM,ROBERT P CASEY JR,400
Butler,2024,United States Senator,REP,DAVE MCCORMICK,980
Butler,2024,United States Senator,LIB,JOHN C THOMAS,41
Butler,2024,United States Senator,GNP,LEILA HAZOU,15
Butler,2024,United States Senator,CST,MARTY SELKER,10
Butler,2024,Attorney General,DEM,EUGENE DEPASQUALE,348
Butler,2024,Attorney General,REP,DAVE SUNDAY,1016
Butler,2024,Attorney General,LIB,ROBERT COWBURN,39
Butler,2024,Attorney General,GNP,RICHARD L WEISS,20
Butler,2024,Attorney General,CST,JUSTIN L MAGILL,7
Butler,2024,Attorney General,FWD,ERIC L SETTLE,3
Butler,2024,Auditor General,DEM,MALCOLM KENYATTA,308
Butler,2024,Auditor General,REP,TIM DEFOOR,1043
Butler,2024,Auditor General,LIB,REECE SMITH,48
Butler,2024,Auditor General,ASP,ERIC K ANTON,6
Butler,2024,Auditor General,CST,BOB GOODRICH,16
Butler,2024,State Treasurer,DEM,ERIN MCCLELLAND,303
Butler,2024,State Treasurer,REP,STACY GARRITY,1060
Butler,2024,State Treasurer,LIB,NICKOLAS CIESIELSKI,34
Butler,2024,State Treasurer,CST,TROY BOWMAN,10
Butler,2024,State Treasurer,FWD,CHRIS FOSTER,7
Butler,2024,Representative in Congress,DEM,BETH FARNHAM,349
Butler,2024,Representative in Congress,REP,JOHN JOYCE,1078
Butler,2024,Senator in the General Assembly,DEM,CAMERON SCHROY,402
Butler,2024,Senator in the General Assembly,REP,DOUG MASTRIANO,1012
Butler,2024,Representative in the General Assembly 193rd District,REP,TORREN ECKER,1227
Carroll Valley 1,2024,Presidential Electors,DEM,HARRIS and WALZ,472
Carroll Valley 1,2024,Presidential Electors,REP,TRUMP and VANCE,993
Carroll Valley 1,2024,Presidential Electors,LIB,OLIVER and TER MAAT,10
Carroll Valley 1,2024,Presidential Electors,GNP,STEIN and WARE,7
Carroll Valley 1,2024,United States Senator,DEM,ROBERT P CASEY JR,462
Carroll Valley 1,2024,United States Senator,REP,DAVE MCCORMICK,954
Carroll Valley 1,2024,United States Senator,LIB,JOHN C THOMAS,21
Carroll Valley 1,2024,United States Senator,GNP,LEILA HAZOU,13
Carroll Valley 1,2024,United States Senator,CST,MARTY SELKER,15
Carroll Valley 1,2024,Attorney General,DEM,EUGENE DEPASQUALE,440
Carroll Valley 1,2024,Attorney General,REP,DAVE SUNDAY,968
Carroll Valley 1,2024,Attorney General,LIB,ROBERT COWBURN,25
Carroll Valley 1,2024,Attorney General,GNP,RICHARD L WEISS,7
Carroll Valley 1,2024,Attorney General,CST,JUSTIN L MAGILL,13
Carroll Valley 1,2024,Attorney General,FWD,ERIC L SETTLE,4
Carroll Valley 1,2024,Auditor General,DEM,MALCOLM KENYATTA,415
Carroll Valley 1,2024,Auditor General,REP,TIM DEFOOR,964
Carroll Valley 1,2024,Auditor General,LIB,REECE SMITH,42
Carroll Valley 1,2024,Auditor General,ASP,ERIC K ANTON,6
Carroll Valley 1,2024,Auditor General,CST,BOB GOODRICH,15
Carroll Valley 1,2024,State Treasurer,DEM,ERIN MCCLELLAND,412
Carroll Valley 1,2024,State Treasurer,REP,STACY GARRITY,971
Carroll Valley 1,2024,State Treasurer,LIB,NICKOLAS CIESIELSKI,26
Carroll Valley 1,2024,State Treasurer,CST,TROY BOWMAN,16
Carroll Valley 1,2024,State Treasurer,FWD,CHRIS FOSTER,6
Carroll Valley 1,2024,Representative in Congress,DEM,BETH FARNHAM,448
Carroll Valley 1,2024,Representative in Congress,REP,JOHN JOYCE,1013
Carroll Valley 1,2024,Senator in the General Assembly,DEM,CAMERON SCHROY,476
Carroll Valley 1,2024,Senator in the General Assembly,REP,DOUG MASTRIANO,975
Carroll Valley 1,2024,Representative in the General Assembly 91st District,REP,DAN MOUL,1175
Carroll Valley 2,2024,Presidential Electors,DEM,HARRIS and WALZ,359
Carroll Valley 2,2024,Presidential Electors,REP,TRUMP and VANCE,825
Carroll Valley 2,2024,Presidential Electors,LIB,OLIVER and TER MAAT,5
Carroll Valley 2,2024,Presidential Electors,GNP,STEIN and WARE,6
Carroll Valley 2,2024,United States Senator,DEM,ROBERT P CASEY JR,352
Carroll Valley 2,2024,United States Senator,REP,DAVE MCCORMICK,797
Carroll Valley 2,2024,United States Senator,LIB,JOHN C THOMAS,21
Carroll Valley 2,2024,United States Senator,GNP,LEILA HAZOU,10
Carroll Valley 2,2024,United States Senator,CST,MARTY SELKER,6
Carroll Valley 2,2024,Attorney General,DEM,EUGENE DEPASQUALE,314
Carroll Valley 2,2024,Attorney General,REP,DAVE SUNDAY,825
Carroll Valley 2,2024,Attorney General,LIB,ROBERT COWBURN,16
Carroll Valley 2,2024,Attorney General,GNP,RICHARD L WEISS,11
Carroll Valley 2,2024,Attorney General,CST,JUSTIN L MAGILL,7
Carroll Valley 2,2024,Attorney General,FWD,ERIC L SETTLE,1
Carroll Valley 2,2024,Auditor General,DEM,MALCOLM KENYATTA,308
Carroll Valley 2,2024,Auditor General,REP,TIM DEFOOR,806
Carroll Valley 2,2024,Auditor General,LIB,REECE SMITH,29
Carroll Valley 2,2024,Auditor General,ASP,ERIC K ANTON,8
Carroll Valley 2,2024,Auditor General,CST,BOB GOODRICH,8
Carroll Valley 2,2024,State Treasurer,DEM,ERIN MCCLELLAND,302
Carroll Valley 2,2024,State Treasurer,REP,STACY GARRITY,819
Carroll Valley 2,2024,State Treasurer,LIB,NICKOLAS CIESIELSKI,17
Carroll Valley 2,2024,State Treasurer,CST,TROY BOWMAN,13
Carroll Valley 2,2024,State Treasurer,FWD,CHRIS FOSTER,3
Carroll Valley 2,2024,Representative in Congress,DEM,BETH FARNHAM,350
Carroll Valley 2,2024,Representative in Congress,REP,JOHN JOYCE,828
Carroll Valley 2,2024,Senator in the General Assembly,DEM,CAMERON SCHROY,354
Carroll Valley 2,2024,Senator in the General Assembly,REP,DOUG MASTRIANO,817
Carroll Valley 2,2024,Representative in the General Assembly 91st District,REP,DAN MOUL,939
Conewago 1,2024,Presidential Electors,DEM,HARRIS and WALZ,503
Conewago 1,2024,Presidential Electors,REP,TRUMP and VANCE,957
Conewago 1,2024,Presidential Electors,LIB,OLIVER and TER MAAT,5
Conewago 1,2024,Presidential Electors,GNP,STEIN and WARE,8
Conewago 1,2024,United States Senator,DEM,ROBERT P CASEY JR,503
Conewago 1,2024,United States Senator,REP,DAVE MCCORMICK,914
Conewago 1,2024,United States Senator,LIB,JOHN C THOMAS,25
Conewago 1,2024,United States Senator,GNP,LEILA HAZOU,14
Conewago 1,2024,United States Senator,CST,MARTY SELKER,13
Conewago 1,2024,Attorney General,DEM,EUGENE DEPASQUALE,470
Conewago 1,2024,Attorney General,REP,DAVE SUNDAY,957
Conewago 1,2024,Attorney General,LIB,ROBERT COWBURN,19
Conewago 1,2024,Attorney General,GNP,RICHARD L WEISS,13
Conewago 1,2024,Attorney General,CST,JUSTIN L MAGILL,6
Conewago 1,2024,Attorney General,FWD,ERIC L SETTLE,2
Conewago 1,2024,Auditor General,DEM,MALCOLM KENYATTA,440
Conewago 1,2024,Auditor General,REP,TIM DEFOOR,942
Conewago 1,2024,Auditor General,LIB,REECE SMITH,34
Conewago 1,2024,Auditor General,ASP,ERIC K ANTON,5
Conewago 1,2024,Auditor General,CST,BOB GOODRICH,18
Conewago 1,2024,State Treasurer,DEM,ERIN MCCLELLAND,441
Conewago 1,2024,State Treasurer,REP,STACY GARRITY,958
Conewago 1,2024,State Treasurer,LIB,NICKOLAS CIESIELSKI,25
Conewago 1,2024,State Treasurer,CST,TROY BOWMAN,12
Conewago 1,2024,State Treasurer,FWD,CHRIS FOSTER,7
Conewago 1,2024,Representative in Congress,DEM,BETH FARNHAM,474
Conewago 1,2024,Representative in Congress,REP,JOHN JOYCE,980
Conewago 1,2024,Senator in the General Assembly,DEM,CAMERON SCHROY,508
Conewago 1,2024,Senator in the General Assembly,REP,DOUG MASTRIANO,943
Conewago 1,2024,Representative in the General Assembly 91st District,REP,DAN MOUL,1187
Conewago 2,2024,Presidential Electors,DEM,HARRIS and WALZ,420
Conewago 2,2024,Presidential Electors,REP,TRUMP and VANCE,1051
Conewago 2,2024,Presidential Electors,LIB,OLIVER and TER MAAT,10
Conewago 2,2024,Presidential Electors,GNP,STEIN and WARE,5
Conewago 2,2024,United States Senator,DEM,ROBERT P CASEY JR,438
Conewago 2,2024,United States Senator,REP,DAVE MCCORMICK,998
Conewago 2,2024,United States Senator,LIB,JOHN C THOMAS,18
Conewago 2,2024,United States Senator,GNP,LEILA HAZOU,14
Conewago 2,2024,United States Senator,CST,MARTY SELKER,6
Conewago 2,2024,Attorney General,DEM,EUGENE DEPASQUALE,398
Conewago 2,2024,Attorney General,REP,DAVE SUNDAY,1026
Conewago 2,2024,Attorney General,LIB,ROBERT COWBURN,22
Conewago 2,2024,Attorney General,GNP,RICHARD L WEISS,10
Conewago 2,2024,Attorney General,CST,JUSTIN L MAGILL,8
Conewago 2,2024,Attorney General,FWD,ERIC L SETTLE,1
Conewago 2,2024,Auditor General,DEM,MALCOLM KENYATTA,373
Conewago 2,2024,Auditor General,REP,TIM DEFOOR,1031
Conewago 2,2024,Auditor General,LIB,REECE SMITH,36
Conewago 2,2024,Auditor General,ASP,ERIC K ANTON,3
Conewago 2,2024,Auditor General,CST,BOB GOODRICH,11
Conewago 2,2024,State Treasurer,DEM,ERIN MCCLELLAND,373
Conewago 2,2024,State Treasurer,REP,STACY GARRITY,1044
Conewago 2,2024,State Treasurer,LIB,NICKOLAS CIESIELSKI,21
Conewago 2,2024,State Treasurer,CST,TROY BOWMAN,12
Conewago 2,2024,State Treasurer,FWD,CHRIS FOSTER,1
Conewago 2,2024,Representative in Congress,DEM,BETH FARNHAM,407
Conewago 2,2024,Representative in Congress,REP,JOHN JOYCE,1058
Conewago 2,2024,Senator in the General Assembly,DEM,CAMERON SCHROY,430
Conewago 2,2024,Senator in the General Assembly,REP,DOUG MASTRIANO,1024
Conewago 2,2024,Representative in the General Assembly 91st District,REP,DAN MOUL,1229
Conewago 3,2024,Presidential Electors,DEM,HARRIS and WALZ,442
Conewago 3,2024,Presidential Electors,REP,TRUMP and VANCE,1019
Conewago 3,2024,Presidential Electors,LIB,OLIVER and TER MAAT,7
Conewago 3,2024,Presidential Electors,GNP,STEIN and WARE,3
Conewago 3,2024,United States Senator,DEM,ROBERT P CASEY JR,454
Conewago 3,2024,United States Senator,REP,DAVE MCCORMICK,974
Conewago 3,2024,United States Senator,LIB,JOHN C THOMAS,18
Conewago 3,2024,United States Senator,GNP,LEILA HAZOU,18
Conewago 3,2024,United States Senator,CST,MARTY SELKER,4
Conewago 3,2024,Attorney General,DEM,EUGENE DEPASQUALE,428
Conewago 3,2024,Attorney General,REP,DAVE SUNDAY,995
Conewago 3,2024,Attorney General,LIB,ROBERT COWBURN,17
Conewago 3,2024,Attorney General,GNP,RICHARD L WEISS,11
Conewago 3,2024,Attorney General,CST,JUSTIN L MAGILL,9
Conewago 3,2024,Attorney General,FWD,ERIC L SETTLE,2
Conewago 3,2024,Auditor General,DEM,MALCOLM KENYATTA,403
Conewago 3,2024,Auditor General,REP,TIM DEFOOR,1004
Conewago 3,2024,Auditor General,LIB,REECE SMITH,29
Conewago 3,2024,Auditor General,ASP,ERIC K ANTON,3
Conewago 3,2024,Auditor General,CST,BOB GOODRICH,13
Conewago 3,2024,State Treasurer,DEM,ERIN MCCLELLAND,404
Conewago 3,2024,State Treasurer,REP,STACY GARRITY,1003
Conewago 3,2024,State Treasurer,LIB,NICKOLAS CIESIELSKI,23
Conewago 3,2024,State Treasurer,CST,TROY BOWMAN,14
Conewago 3,2024,State Treasurer,FWD,CHRIS FOSTER,3
Conewago 3,2024,Representative in Congress,DEM,BETH FARNHAM,427
Conewago 3,2024,Representative in Congress,REP,JOHN JOYCE,1028
Conewago 3,2024,Senator in the General Assembly,DEM,CAMERON SCHROY,437
Conewago 3,2024,Senator in the General Assembly,REP,DOUG MASTRIANO,1012
Conewago 3,2024,Representative in the General Assembly 91st District,REP,DAN MOUL,1189
Cumberland 1,2024,Presidential Electors,DEM,HARRIS and WALZ,615
Cumberland 1,2024,Presidential Electors,REP,TRUMP and VANCE,715
Cumberland 1,2024,Presidential Electors,LIB,OLIVER and TER MAAT,7
Cumberland 1,2024,Presidential Electors,GNP,STEIN and WARE,8
Cumberland 1,2024,United States Senator,DEM,ROBERT P CASEY JR,604
Cumberland 1,2024,United States Senator,REP,DAVE MCCORMICK,689
Cumberland 1,2024,United States Senator,LIB,JOHN C THOMAS,21
Cumberland 1,2024,United States Senator,GNP,LEILA HAZOU,13
Cumberland 1,2024,United States Senator,CST,MARTY SELKER,6
Cumberland 1,2024,Attorney General,DEM,EUGENE DEPASQUALE,557
Cumberland 1,2024,Attorney General,REP,DAVE SUNDAY,726
Cumberland 1,2024,Attorney General,LIB,ROBERT COWBURN,25
Cumberland 1,2024,Attorney General,GNP,RICHARD L WEISS,12
Cumberland 1,2024,Attorney General,CST,JUSTIN L MAGILL,7
Cumberland 1,2024,Attorney General,FWD,ERIC L SETTLE,6
Cumberland 1,2024,Auditor General,DEM,MALCOLM KENYATTA,545
