cand_id,cand_name,spe_id,spe_nam,ele_type,can_office_state,can_office_dis,can_office,cand_pty_aff,exp_amo,exp_date,agg_amo,sup_opp,pur,pay,file_num,amndt_ind,tran_id,image_num,receipt_dat,fec_election_yr,prev_file_num,dissem_dt
"H6FL01390","PATRONIS, JIMMY","C00687103","Americans for Prosperity Action, Inc. (AFP Action) DBA CVA Action and DBA LIBRE Action","S","FL","01","H","REPUBLICAN PARTY","7525","","88552.57","S","MAILER PRODUCTION","PRESSTIGE PRINTING","1862703","N","SE24.33393","202501119740130368","11-JAN-25","2026","","10-JAN-25"
"H6FL01390","PATRONIS, JIMMY","C00687103","Americans for Prosperity Action, Inc. (AFP Action) DBA CVA Action and DBA LIBRE Action","S","FL","01","H","REPUBLICAN PARTY","57500","","59300","S","MEDIA PLACEMENT","IN PURSUIT OF LLC","1862204","N","SE24.33392","202501089740107848","08-JAN-25","2026","","06-JAN-25"
"H6FL01390","PATRONIS, JIMMY","C00687103","Americans for Prosperity Action, Inc. (AFP Action) DBA CVA Action and DBA LIBRE Action","S","FL","01","H","REPUBLICAN PARTY","1404.3","13-JAN-25","101547.3","S","MAILER POSTAGE","UNITED STATES POSTAL SERVICE","1863375","N","SE24.33397","202501149740174583","14-JAN-25","2026","","13-JAN-25"
"H6FL01390","PATRONIS, JIMMY","C00687103","Americans for Prosperity Action, Inc. (AFP Action) DBA CVA Action and DBA LIBRE Action","S","FL","01","H","REPUBLICAN PARTY","1578.3","","101547.3","S","MAILER PRODUCTION","PRESSTIGE PRINTING","1863375","N","SE24.33396","202501149740174582","14-JAN-25","2026","","13-JAN-25"
"H6FL01390","PATRONIS, JIMMY","C00687103","Americans for Prosperity Action, Inc. (AFP Action) DBA CVA Action and DBA LIBRE Action","S","FL","01","H","REPUBLICAN PARTY","2512.13","","101547.3","S","DOORHANGER PRODUCTION","PRESSTIGE PRINTING","1863375","N","SE24.33398","202501149740174582","14-JAN-25","2026","","14-JAN-25"
"H6FL01390","PATRONIS, JIMMY","C00687103","Americans for Prosperity Action, Inc. (AFP Action) DBA CVA Action and DBA LIBRE Action","S","FL","01","H","REPUBLICAN PARTY","7500","","101547.3","S","MEDIA PRODUCTION","TARGETED VICTORY LLC","1863375","N","SE24.33395","202501149740174583","14-JAN-25","2026","","13-JAN-25"
"H6FL01390","PATRONIS, JIMMY","C00687103","Americans for Prosperity Action, Inc. (AFP Action) DBA CVA Action and DBA LIBRE Action","S","FL","01","H","REPUBLICAN PARTY","7525","","130799.87","S","MAILER PRODUCTION","PRESSTIGE PRINTING","1863889","N","SE24.33399","202501169740191896","16-JAN-25","2026","","15-JAN-25"
"H6FL01390","PATRONIS, JIMMY","C00687103","Americans for Prosperity Action, Inc. (AFP Action) DBA CVA Action and DBA LIBRE Action","S","FL","01","H","REPUBLICAN PARTY","21727.57","15-JAN-25","130799.87","S","MAILER POSTAGE","UNITED STATES POSTAL SERVICE","1863889","N","SE24.33400","202501169740191896","16-JAN-25","2026","","15-JAN-25"
"H6FL01390","PATRONIS, JIMMY","C00687103","Americans for Prosperity Action, Inc. (AFP Action) DBA CVA Action and DBA LIBRE Action","S","FL","01","H","REPUBLICAN PARTY","1404.3","16-JAN-25","133962.47","S","MAILER POSTAGE","UNITED STATES POSTAL SERVICE","1864158","N","SE24.33425","202501179747626204","17-JAN-25","2026","","16-JAN-25"
"H6FL01390","PATRONIS, JIMMY","C00687103","Americans for Prosperity Action, Inc. (AFP Action) DBA CVA Action and DBA LIBRE Action","S","FL","01","H","REPUBLICAN PARTY","1758.3","","133962.47","S","MAILER PRODUCTION","PRESSTIGE PRINTING","1864158","N","SE24.33424","202501179747626204","17-JAN-25","2026","","16-JAN-25"
"H6FL01390","PATRONIS, JIMMY","C00687103","Americans for Prosperity Action, Inc. (AFP Action) DBA CVA Action and DBA LIBRE Action","S","FL","01","H","REPUBLICAN PARTY","7525","","163215.04","S","MAILER PRODUCTION","PRESSTIGE PRINTING","1864226","N","SE24.34401","202501189747627541","18-JAN-25","2026","","17-JAN-25"
"H6FL01390","PATRONIS, JIMMY","C00687103","Americans for Prosperity Action, Inc. (AFP Action) DBA CVA Action and DBA LIBRE Action","S","FL","01","H","REPUBLICAN PARTY","21727.57","17-JAN-25","163215.04","S","MAILER POSTAGE","UNITED STATES POSTAL SERVICE","1864226","N","SE24.34402","202501189747627541","18-JAN-25","2026","","17-JAN-25"
"H6FL01390","PATRONIS, JIMMY","C00687103","Americans for Prosperity Action, Inc. (AFP Action) DBA CVA Action and DBA LIBRE Action","S","FL","01","H","REPUBLICAN PARTY","1380.3","","165999.64","S","MAILER PRODUCTION","PRESSTIGE PRINTING","1864607","N","SE24.34403","202501219747657887","21-JAN-25","2026","","20-JAN-25"
"H6FL01390","PATRONIS, JIMMY","C00687103","Americans for Prosperity Action, Inc. (AFP Action) DBA CVA Action and DBA LIBRE Action","S","FL","01","H","REPUBLICAN PARTY","1404.3","20-JAN-25","165999.64","S","MAILER POSTAGE","UNITED STATES POSTAL SERVICE","1864607","N","SE24.34404","202501219747657887","21-JAN-25","2026","","20-JAN-25"
"H6FL01390","PATRONIS, JIMMY","C00687103","Americans for Prosperity Action, Inc. (AFP Action) DBA CVA Action and DBA LIBRE Action","S","FL","01","H","REPUBLICAN PARTY","500","","166499.64","S","MEDIA PRODUCTION","TARGETED VICTORY LLC","1865120","N","SE24.34406","202501239747717874","23-JAN-25","2026","","22-JAN-25"
"H6FL01390","PATRONIS, JIMMY","C00687103","Americans for Prosperity Action, Inc. (AFP Action) DBA CVA Action and DBA LIBRE Action","S","FL","01","H","REPUBLICAN PARTY","100","","166599.64","S","CANVASSING","AMERICANS FOR PROSPERITY","1867233","N","SE24.34409","202501289748016225","28-JAN-25","2026","","27-JAN-25"
"H6FL01390","PATRONIS, JIMMY","C00687103","Americans for Prosperity Action, Inc. (AFP Action) DBA CVA Action and DBA LIBRE Action","S","FL","01","H","REPUBLICAN PARTY","1800","","59300","S","MEDIA PRODUCTION","TARGETED VICTORY LLC","1862204","N","SE24.33391","202501089740107848","08-JAN-25","2026","","06-JAN-25"
"H6FL01390","PATRONIS, JIMMY","C00687103","Americans for Prosperity Action, Inc. (AFP Action) DBA CVA Action and DBA LIBRE Action","S","FL","01","H","REPUBLICAN PARTY","21727.57","10-JAN-25","88552.57","S","MAILER POSTAGE","UNITED STATES POSTAL SERVICE","1862703","N","SE24.33394","202501119740130368","11-JAN-25","2026","","10-JAN-25"
"H6NY21199","GENDEBIEN, BLAKE","C00787945","BLUEWAVEAMERICA","S","NY","21","H","DEMOCRATIC PARTY","26417","19-FEB-25","26417","S","Radio Ads","Old Town Media LLC","1877356","N","SE.327472","202502199753489779","19-FEB-25","2026","","28-FEB-25"
"H4MD06340","DELANEY, APRIL MCCLAIN","C00889188","COMMON SENSE MARYLAND","G","MD","06","H","DEMOCRATIC PARTY","5500","","32830.84","O","Digital advertising","Paramount Global","1864721","A1","SE.4246","202501229747688640","22-JAN-25","2026","1832918","18-OCT-24"
"H4MD06340","DELANEY, APRIL MCCLAIN","C00889188","COMMON SENSE MARYLAND","G","MD","06","H","DEMOCRATIC PARTY","5000","","22530.84","O","Digital advertising","Pandora Media, Inc.","1864721","A1","SE.4245","202501229747688640","22-JAN-25","2026","1832918","18-OCT-24"
"H4MD06340","DELANEY, APRIL MCCLAIN","C00889188","COMMON SENSE MARYLAND","G","MD","06","H","DEMOCRATIC PARTY","4800","","27330.84","O","Consulting fee","Votometry","1864721","A1","SE.4248","202501229747688641","22-JAN-25","2026","1832918","18-OCT-24"
"H4MD06340","DELANEY, APRIL MCCLAIN","C00889188","COMMON SENSE MARYLAND","G","MD","06","H","DEMOCRATIC PARTY","3656.54","","36487.38","O","Digital advertising","AdsWizz Inc.","1864721","A1","SE.4320","202501229747688638","22-JAN-25","2026","1832918","18-OCT-24"
"H4MD06340","DELANEY, APRIL MCCLAIN","C00889188","COMMON SENSE MARYLAND","G","MD","06","H","DEMOCRATIC PARTY","9700.58","","17530.84","O","Digital advertising","Facebook","1864721","A1","SE.4243","202501229747688639","22-JAN-25","2026","1832918","18-OCT-24"
"H4MD06340","DELANEY, APRIL MCCLAIN","C00889188","COMMON SENSE MARYLAND","G","MD","06","H","DEMOCRATIC PARTY","815.3","","7830.26","O","Digital advertising","Disney Advertising","1864721","A1","SE.4242","202501229747688638","22-JAN-25","2026","1832918","18-OCT-24"
"H4MD06340","DELANEY, APRIL MCCLAIN","C00889188","COMMON SENSE MARYLAND","G","MD","06","H","DEMOCRATIC PARTY","5900","","42387.38","O","Digital advertising","Roku Inc","1864721","A1","SE.4321","202501229747688641","22-JAN-25","2026","1832918","18-OCT-24"
"H4MD06340","DELANEY, APRIL MCCLAIN","C00889188","COMMON SENSE MARYLAND","G","MD","06","H","DEMOCRATIC PARTY","7014.96","","7014.96","O","Digital advertising","Google","1864721","A1","SE.4244","202501229747688639","22-JAN-25","2026","1832918","18-OCT-24"
"P80001571","TRUMP, DONALD J.","C00889188","COMMON SENSE MARYLAND","G","","00","P","REPUBLICAN PARTY","140000","","140000","S","Digital advertising and production of a 30s Chinese language commercial","Berman and Company","1864720","A1","SE.4319","202501229747688637","22-JAN-25","2026","1827768","15-OCT-24"
"H6FL06258","FINE, RANDY","C00893198","CONSERVATIVE FIGHTER PAC","S","FL","06","H","REPUBLICAN PARTY","32057.83","17-JAN-25","376193.61","S","DIRECT MAIL: PRINTING AND POSTAGE","ELECTORAL COMMUNICATIONS GROUP LLC","1864655","N","SE.4154","202501219747679442","21-JAN-25","2026","","17-JAN-25"
"H6FL06258","FINE, RANDY","C00893198","CONSERVATIVE FIGHTER PAC","S","FL","06","H","REPUBLICAN PARTY","6143.52","21-JAN-25","350924.9","S","TEXT MESSAGES","ELECTORAL COMMUNICATIONS GROUP LLC","1864395","N","SE.4151","202501209747630106","20-JAN-25","2026","","18-JAN-25"
"H6FL06258","FINE, RANDY","C00893198","CONSERVATIVE FIGHTER PAC","S","FL","06","H","REPUBLICAN PARTY","645.6","21-JAN-25","344781.38","S","TEXT MESSAGES","ELECTORAL COMMUNICATIONS GROUP LLC","1864395","N","SE.4150","202501209747630106","20-JAN-25","2026","","17-JAN-25"
"H6FL06258","FINE, RANDY","C00893198","CONSERVATIVE FIGHTER PAC","S","FL","06","H","REPUBLICAN PARTY","185580","14-JAN-25","302825.78","S","PLACED MEDIA: TV","SMART MEDIA GROUP LLC","1863603","N","SE.4139","202501159740183651","15-JAN-25","2026","","15-JAN-25"
"H6FL06258","FINE, RANDY","C00893198","CONSERVATIVE FIGHTER PAC","S","FL","06","H","REPUBLICAN PARTY","14155","14-JAN-25","316980.78","S","PLACED MEDIA: RADIO","SMART MEDIA GROUP LLC","1863603","N","SE.4138","202501159740183650","15-JAN-25","2026","","15-JAN-25"
"H6FL06258","FINE, RANDY","C00893198","CONSERVATIVE FIGHTER PAC","S","FL","06","H","REPUBLICAN PARTY","12386","15-JAN-25","341035.78","S","PRODUCTION COST: TV AD","SOMETHING ELSE STRATEGIES LLC","1863603","N","SE.4143","202501159740183652","15-JAN-25","2026","","15-JAN-25"
"H6FL06258","FINE, RANDY","C00893198","CONSERVATIVE FIGHTER PAC","S","FL","06","H","REPUBLICAN PARTY","11669","14-JAN-25","328649.78","S","DIGITAL ADVERTISING","ELEVATE MEDIA STRATEGIES LLC","1863603","N","SE.4146","202501159740183650","15-JAN-25","2026","","14-JAN-25"
"H6FL06258","FINE, RANDY","C00893198","CONSERVATIVE FIGHTER PAC","S","FL","06","H","REPUBLICAN PARTY","3100","15-JAN-25","344135.78","S","PRODUCTION COST: RADIO AD","SOMETHING ELSE STRATEGIES LLC","1863603","N","SE.4142","202501159740183651","15-JAN-25","2026","","15-JAN-25"
"H6FL06258","FINE, RANDY","C00893198","CONSERVATIVE FIGHTER PAC","S","FL","06","H","REPUBLICAN PARTY","12323.65","19-FEB-25","12323.65","S","DIRECT MAIL: PRINTING AND POSTAGE","ELECTORAL COMMUNICATIONS GROUP LLC","1878458","N","SE.4171","202502239753771339","23-FEB-25","2026","","21-FEB-25"
"H6FL06258","FINE, RANDY","C00893198","CONSERVATIVE FIGHTER PAC","S","FL","06","H","REPUBLICAN PARTY","66851.76","09-JAN-25","117245.78","S","DIRECT MAIL: PRINTING AND POSTAGE","ELECTORAL COMMUNICATIONS GROUP LLC","1863199","N","SE.4131","202501149740170547","14-JAN-25","2026","","13-JAN-25"
"H6FL06258","FINE, RANDY","C00893198","CONSERVATIVE FIGHTER PAC","S","FL","06","H","REPUBLICAN PARTY","1637.76","26-FEB-25","13961.41","S","TEXT MESSAGES","ELECTORAL COMMUNICATIONS GROUP LLC","1878791","N","SE.4174","202502279753969980","27-FEB-25","2026","","26-FEB-25"
"H6FL06258","FINE, RANDY","C00893198","CONSERVATIVE FIGHTER PAC","S","FL","06","H","REPUBLICAN PARTY","50394.02","06-JAN-25","50394.02","S","DIRECT MAIL: PRINTING AND POSTAGE","ELECTORAL COMMUNICATIONS GROUP LLC","1862106","N","SE.4111","202501089740101253","08-JAN-25","2026","","07-JAN-25"
"H6FL06258","FINE, RANDY","C00893198","CONSERVATIVE FIGHTER PAC","S","FL","06","H","REPUBLICAN PARTY","2000","27-JAN-25","457589.6","S","DIGITAL ADVERTISING","ELEVATE MEDIA STRATEGIES LLC","1867565","N","SE.4168","202501299748058037","29-JAN-25","2026","","27-JAN-25"
"H6FL06258","FINE, RANDY","C00893198","CONSERVATIVE FIGHTER PAC","S","FL","06","H","REPUBLICAN PARTY","5810","23-JAN-25","455589.6","S","DIGITAL ADVERTISING","ELEVATE MEDIA STRATEGIES LLC","1865559","N","SE.4165","202501249747745406","24-JAN-25","2026","","23-JAN-25"
"H6FL06258","FINE, RANDY","C00893198","CONSERVATIVE FIGHTER PAC","S","FL","06","H","REPUBLICAN PARTY","34739.04","22-JAN-25","449779.6","S","TEXT MESSAGES","ELECTORAL COMMUNICATIONS GROUP LLC","1865273","N","SE.4161","202501239747732311","23-JAN-25","2026","","22-JAN-25"
"H6FL06258","FINE, RANDY","C00893198","CONSERVATIVE FIGHTER PAC","S","FL","06","H","REPUBLICAN PARTY","32057.83","21-JAN-25","415040.56","S","DIRECT MAIL: PRINTING AND POSTAGE","ELECTORAL COMMUNICATIONS GROUP LLC","1864884","N","SE.4158","202501229747706324","22-JAN-25","2026","","21-JAN-25"
"H6FL01390","PATRONIS, JIMMY","C00878264","CONSERVATIVE FUTURE FUND","S","FL","01","H","REPUBLICAN PARTY","30000","22-JAN-25","892286.04","S","TEXT MESSAGES","CANVASS AMERICA LLC","1865226","N","SE24.24379","202501239747730808","23-JAN-25","2026","","22-JAN-25"
"H6FL01390","PATRONIS, JIMMY","C00878264","CONSERVATIVE FUTURE FUND","S","FL","01","H","REPUBLICAN PARTY","790830.24","02-JAN-25","790830.24","S","MEDIA PLACEMENT","RED EAGLE MEDIA GROUP","1861969","N","SE24.23247","202501089740080321","08-JAN-25","2026","","06-JAN-25"
"H6FL01390","PATRONIS, JIMMY","C00878264","CONSERVATIVE FUTURE FUND","S","FL","01","H","REPUBLICAN PARTY","28383.9","16-JAN-25","819214.14","S","PRINTING / POSTAGE","CALIBER CONTACT","1863937","N","SE24.23364","202501169740193041","16-JAN-25","2026","","15-JAN-25"
"H6FL01390","PATRONIS, JIMMY","C00878264","CONSERVATIVE FUTURE FUND","S","FL","01","H","REPUBLICAN PARTY","14688","14-JAN-25","833902.14","S","MEDIA PLACEMENT","RED EAGLE MEDIA GROUP","1863965","N","SE24.23292","202501179740199080","17-JAN-25","2026","","16-JAN-25"
"H6FL01390","PATRONIS, JIMMY","C00878264","CONSERVATIVE FUTURE FUND","S","FL","01","H","REPUBLICAN PARTY","28383.9","16-JAN-25","862286.04","S","PRINTING / POSTAGE","CALIBER CONTACT","1864194","N","SE24.23365","202501189747626635","18-JAN-25","2026","","17-JAN-25"
"H6FL01390","PATRONIS, JIMMY","C00835967","CONSERVATIVES FOR AMERICAN EXCELLENCE INC.","S","FL","01","H","REPUBLICAN PARTY","30000","22-JAN-25","30000","S","TEXT MESSAGE SERVICES","DTC MESSAGING","1864852","N","E-488","202501229747704567","22-JAN-25","2026","","21-JAN-25"
"H6FL01390","PATRONIS, JIMMY","C00835967","CONSERVATIVES FOR AMERICAN EXCELLENCE INC.","S","FL","01","H","REPUBLICAN PARTY","29056.96","21-JAN-25","59056.96","S","DIRECT MAIL SERVICES","CALIBER CONTACT","1864852","N","E-486","202501229747704567","22-JAN-25","2026","","22-JAN-25"
"H6FL06258","FINE, RANDY","C00836221","DEFEND AMERICAN JOBS","S","FL","06","H","REPUBLICAN PARTY","11934","21-JAN-25","511934","S","IE-Fine-Media Production","Dockside Strategies LLC","1864661","N","SE.4477","202501219747679534","21-JAN-25","2026","","20-JAN-25"
"H6FL06258","FINE, RANDY","C00836221","DEFEND AMERICAN JOBS","S","FL","06","H","REPUBLICAN PARTY","500000","16-JAN-25","500000","S","IE-Fine-Media Buy","Main Street Media Group","1864661","N","SE.4476","202501219747679534","21-JAN-25","2026","","20-JAN-25"
"H6FL01390","PATRONIS, JIMMY JR.","C00836221","DEFEND AMERICAN JOBS","S","FL","01","H","REPUBLICAN PARTY","11267","21-JAN-25","211267","S","IE-Patronis-Media Production","Dockside Strategies LLC","1865356","N","SE.4479","202501239747737445","23-JAN-25","2026","","22-JAN-25"
"H6FL01390","PATRONIS, JIMMY JR.","C00836221","DEFEND AMERICAN JOBS","S","FL","01","H","REPUBLICAN PARTY","200000","17-JAN-25","200000","S","IE-Patronis-Media Buy","Main Street Media Group","1865356","N","SE.4480","202501239747737445","23-JAN-25","2026","","22-JAN-25"
"P00009423","Harris, Kamala","C00720029","Everyday People","G","US","00","P","DEMOCRATIC PARTY","33149.22","","130719.69","S","Mailer","Rising Voices Action Fund","1878222","N","500425926","202502209753721565","20-FEB-25","2026","","29-OCT-24"
"P00009423","Harris, Kamala","C00720029","Everyday People","G","US","00","P","DEMOCRATIC PARTY","3784","","130719.69","S","Canvass Payroll and literature","Rising Voices Action Fund","1878222","N","500425934","202502209753721566","20-FEB-25","2026","","29-OCT-24"
"P00009423","Harris, Kamala","C00720029","Everyday People","G","US","00","P","DEMOCRATIC PARTY","2499.91","","37873.52","S","Canvass Payroll","Rising Voices Action Fund","1878218","N","500425931","202502209753721555","20-FEB-25","2026","","19-OCT-24"
"P00009423","Harris, Kamala","C00720029","Everyday People","G","US","00","P","DEMOCRATIC PARTY","2306.08","","37873.52","S","Canvass Payroll","Rising Voices Action Fund","1878218","N","500425928","202502209753721556","20-FEB-25","2026","","20-OCT-24"
"H2MI10176","MARLINGA, CARL","C00720029","Everyday People","G","MI","10","H","DEMOCRATIC PARTY","2499.91","","4842.29","S","Canvass Payroll","Rising Voices Action Fund","1878218","N","500425932","202502209753721555","20-FEB-25","2026","","19-OCT-24"
"H2MI10176","MARLINGA, CARL","C00720029","Everyday People","G","MI","10","H","DEMOCRATIC PARTY","2306.08","","4842.29","S","Canvass Payroll","Rising Voices Action Fund","1878218","N","500425929","202502209753721556","20-FEB-25","2026","","20-OCT-24"
"H2MI10176","MARLINGA, CARL","C00720029","Everyday People","G","MI","10","H","DEMOCRATIC PARTY","3784","","11191.49","S","Canvass Payroll and literature","Rising Voices Action Fund","1878222","N","500425933","202502209753721565","20-FEB-25","2026","","29-OCT-24"
"H6FL01390","Patronis, Jimmy","C00401786","Freedom's Defense Fund","P","FL","01","H","REPUBLICAN PARTY","20000","05-FEB-25","20000","S","Advertising","Dragonfly Consulting","1876475","N","E55EDB97483BD48628A9","202502179753462076","17-FEB-25","2026","","15-FEB-25"
"H0GA09246","CLYDE, ANDREW","C00662221","HOUSE FREEDOM ACTION","P","GA","09","H","REPUBLICAN PARTY","10014","18-FEB-25","10014","S","IE-CLYDE-DIGITAL ADVERTISING","NEIGHBORHOOD RESEARCH AND MEDIA","1876970","N","E329EBCAF826843AC991","202502189753479408","18-FEB-25","2026","","18-FEB-25"
"H2PA04135","PERRY, SCOTT","C00662221","HOUSE FREEDOM ACTION","P","PA","10","H","REPUBLICAN PARTY","20005.63","04-FEB-25","20005.63","S","IE- PERRY- TV & DIGITAL ADVERTISING","NEIGHBORHOOD RESEARCH AND MEDIA","1874496","N","EB3E723115D8141A5A28","202502049753255544","04-FEB-25","2026","","04-FEB-25"
"P80001571","TRUMP, DONALD","C00003632","Int'l Union Of Bricklayers And Allied Craftworkers","G","US","00","P","REPUBLICAN PARTY","1126","","91819","O","Project 2025 handout","Fontana Lithograph(Mosaic)","1875572","A1","500122119","202502119753397000","11-FEB-25","2026","1836423","22-OCT-24"
"P80001571","TRUMP, DONALD","C00003632","Int'l Union Of Bricklayers And Allied Craftworkers","G","US","00","P","REPUBLICAN PARTY","884","","91819","O","Project 2025 handout","Fontana Lithograph(Mosaic)","1875572","A1","500122118","202502119753397000","11-FEB-25","2026","1836423","22-OCT-24"
"P00009423","HARRIS, KAMALA","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","G","PA","00","P","DEMOCRATIC PARTY","32000","","32000","O","DIGITAL VIDEO ADVERTISEMENTS","THE BOWLINE GROUP LLC","1863438","A1","SE-S1661819","202501159740176196","15-JAN-25","2026","1813003","27-AUG-24"
"H6NE02125","BACON, DONALD J","C00486845","LCV Victory Fund","G","NE","02","H","REPUBLICAN PARTY","8250","","670717.38","O","Media Production","HOUSE MAJORITY PAC","1861924","A1","500459741","202501079740079273","07-JAN-25","2026","1823258","09-OCT-24"
